"Date","Sales Count","Subtotal","Discounts","Total","Cost","Profit","Margin"
"2018-12-02 00:00","1","$0.00","$0.00","$0.00","$0.00","$0.00","0%"
"2018-12-03 00:00","15","$951.72","$49.75","$1,092.25","$657.71","$294.01","30.89%"
"2018-12-04 00:00","13","$5,585.24","$33.50","$6,376.50","$3,391.01","$2,194.23","39.29%"
"2018-12-05 00:00","22","$3,145.70","$216.50","$3,546.00","$1,795.20","$1,350.50","42.93%"
"2018-12-06 00:00","24","$9,910.23","$2.25","$11,330.75","$6,910.60","$2,999.63","30.27%"
"2018-12-07 00:00","31","$3,556.12","$16.00","$4,065.50","$2,031.52","$1,524.60","42.87%"
"2018-12-08 00:00","11","$7,548.05","$285.75","$8,665.25","$5,103.51","$2,444.54","32.39%"
"2018-12-10 00:00","10","$3,803.49","$12.50","$4,347.00","$2,940.73","$862.76","22.68%"
"2018-12-11 00:00","13","$595.45","$3.50","$652.50","$255.32","$340.13","57.12%"
"2018-12-12 00:00","12","$2,379.15","$359.00","$2,700.00","$1,757.84","$621.31","25.17%"
"2018-12-13 00:00","15","$4,211.70","$38.75","$4,802.15","$2,622.17","$1,589.53","37.74%"
"2018-12-14 00:00","24","$6,136.95","$91.50","$7,012.50","$3,544.53","$2,592.42","39.06%"
"2018-12-15 00:00","22","$2,578.79","$94.98","$2,937.82","$1,451.94","$1,126.85","43.7%"
"2018-12-17 00:00","23","$17,203.44","$249.05","$19,771.95","$12,937.44","$4,266.00","24.8%"
"2018-12-18 00:00","14","$1,742.18","$57.50","$1,991.49","$1,082.28","$659.90","34.85%"
"2018-12-19 00:00","23","$10,175.94","$165.95","$11,653.55","$7,967.22","$2,208.72","21.38%"
"2018-12-20 00:00","21","$11,478.39","$8.50","$13,193.40","$8,150.29","$3,328.10","28.48%"
"2018-12-21 00:00","29","$3,081.75","$50.25","$3,451.75","$1,225.50","$1,856.25","57.02%"
"2018-12-22 00:00","17","$3,125.04","$20.00","$3,554.00","$1,911.11","$1,213.93","38.85%"
"2018-12-24 00:00","25","$11,070.20","$9.50","$12,704.50","$7,562.53","$3,507.67","31.69%"
"2018-12-27 00:00","21","$6,419.58","$3.75","$7,356.25","$4,175.60","$2,243.98","34.96%"
"2018-12-28 00:00","47","$2,218.03","$2.50","$2,478.00","$1,125.67","$1,092.36","49.25%"
"2018-12-29 00:00","18","$1,799.37","$15.00","$2,067.00","$1,010.10","$789.27","43.86%"
"2018-12-31 00:00","18","$1,334.62","$111.25","$1,494.75","$675.48","$659.14","49.39%"
"2019-01-03 00:00","20","$6,151.91","$30.00","$6,979.42","$3,640.16","$2,511.75","40.83%"
"2019-01-04 00:00","23","$2,315.26","$0.00","$2,604.00","$1,055.51","$1,259.75","51.69%"
"2019-01-05 00:00","19","$2,343.31","$6.20","$2,649.80","$1,248.17","$1,095.14","46.6%"
"2019-01-07 00:00","19","$1,349.92","$0.00","$1,520.90","$628.89","$721.03","53.41%"
"2019-01-08 00:00","29","$2,597.68","$131.49","$2,933.66","$1,281.70","$1,315.98","50.66%"
"2019-01-09 00:00","19","$3,287.62","$5.00","$3,741.00","$1,864.12","$1,423.50","43.3%"
"2019-01-10 00:00","18","$13,816.58","$93.50","$15,763.00","$9,428.60","$4,387.98","31.56%"
"2019-01-11 00:00","25","$15,089.32","$130.20","$17,321.20","$9,872.52","$5,216.80","34.57%"
"2019-01-12 00:00","20","$1,976.76","$8.00","$2,265.00","$1,015.75","$961.01","27.27%"
"2019-01-14 00:00","26","$12,236.49","$62.00","$14,042.00","$9,426.48","$2,810.01","22.96%"
"2019-01-15 00:00","21","$3,396.34","$2.50","$3,789.50","$704.91","$2,691.43","51.88%"
"2019-01-16 00:00","31","$10,141.11","$3.00","$11,511.50","$6,382.85","$3,758.26","35.59%"
"2019-01-17 00:00","22","$1,498.54","$24.25","$1,656.55","$816.48","$682.06","45.51%"
"2019-01-18 00:00","26","$3,305.58","$21.80","$3,650.60","$1,436.90","$1,868.68","56.53%"
"2019-01-19 00:00","9","$1,993.39","$8.00","$2,280.40","$1,496.10","$497.29","24.95%"
"2019-01-21 00:00","15","$11,724.27","$157.60","$13,413.90","$7,265.48","$4,458.79","37.67%"
"2019-01-22 00:00","24","$4,740.90","$30.00","$5,295.98","$2,470.07","$2,270.83","47.9%"
"2019-01-23 00:00","12","$4,612.19","$0.00","$5,238.00","$3,012.70","$1,599.49","34.68%"
